啊,1=aadz
𬪩,1=nsyt
耨,1=nbak
怒,1=nubh
努,1=nubs
弩,1=nubb
奴,1=nubr
驽,1=nubn
傉,1=nujk
孥,2=nubh
砮,1=nubm
胬,1=nubj
笯,1=nurr
暖,1=nror
诺,1=nosd
挪,1=nout
糯,1=nopl
喏,1=nodd
傩,1=noju
懦,1=nohl
搦,1=nouw
锘,1=nozd
娜,1=nobt
𦰡,1=nolt
女,1=nvbn
钕,1=nvzb
衄,1=nvtg
恧,1=nvlh
虐,1=ntzb
疟,1=ntab
哦,1=oodp
噢,1=oodm
喔,1=oody
欧,1=oune
藕,1=oulv
偶,1=oujv
呕,1=oudb
区,1=ounb
鸥,1=ounx
沤,1=oukb
殴,1=ounr
耦,1=ouav
讴,1=ousb
瓯,2=ounr
怄,1=ouhb
𠙶,1=ourm
𬉼,1=oucb
怕,1=pahu
爬,1=paym
趴,1=paph
啪,1=padu
帕,1=paru
扒,1=pauh
耙,1=paam
葩,1=palm
琶,1=panm
杷,1=paem
舥,1=paim
潖,1=pakm
筢,1=parm
拍,1=pluu
派,1=plkt
牌,1=plan
排,1=plur
湃,1=plka
俳,1=pljr
徘,1=plwr
哌,1=pldt
迫,2=pluu
蒎,1=pllt
簰,1=plrn
盘,1=pjia
判,1=pjhp
潘,1=pjkq
畔,1=pjqu
攀,1=pjeu
盼,1=pjqp
叛,1=pjhr
爿,1=pjap
磐,1=pjim
袢,1=pjtu
槃,1=pjie
蟠,1=pjcq
泮,1=pjku
襻,2=pjtu
胖,1=pjvu
番,1=pjtq
磻,1=pjmq
蹒,1=pjpm
旁,1=phil
胖,1=phvu
庞,1=phxt
彷,1=phwl
磅,1=phml
滂,1=phkl
乓,1=phti
逄,1=phhu
螃,1=phcl
耪,1=phal
雱,1=phtl
鳑,2=phwl
膀,1=phvl
跑,1=pkpv
泡,1=pkkv
炮,1=pkcv
抛,1=pkus
刨,1=pknp
袍,1=pktv
匏,1=pkmv
庖,1=pkxv
咆,1=pkdv
狍,2=pkmv
疱,1=pkav
脬,1=pkvh
配,1=pzyv
赔,1=pzod
陪,1=pztd
佩,1=pzjr
呸,1=pzdf
胚,1=pzvf
裴,1=pzrt
培,1=pzgd
醅,1=pzyd
珮,1=pznr
沛,1=pzkr
辔,1=pzid
旆,1=pzlr
锫,1=pzzd
帔,1=pzrr
霈,1=pztr
衃,1=pztc
喷,1=pfdo
盆,1=pfha
湓,1=pfka
捧,1=pguu
碰,1=pgmc
彭,1=pghe
砰,1=pgmh
棚,1=pgev
硼,1=pgmv
朋,1=pgvv
鹏,1=pgvx
烹,1=pggc
嘭,1=pgde
蓬,1=pglu
膨,1=pgve
篷,1=pgru
澎,1=pgke
芃,1=pgli
抨,1=pguh
椪,1=pgec
怦,1=pghh
弸,1=pgbv
堋,1=pggv
淜,1=pgkv
蟛,1=pgce
搒,1=pgul
皮,1=pirp
屁,1=picv
批,1=piuv
劈,1=picp
匹,1=pinp
啤,1=pidn
脾,1=pivn
癖,1=pian
披,1=piur
辟,1=picn
铍,1=pizr
丕,1=picf
疲,1=piar
毗,1=piqv
痞,1=piad
坯,1=pigf
嚭,1=pihd
僻,1=pijn
罴,1=piyc
譬,1=pics
噼,2=pidn
琵,1=pinv
貔,1=pimv
蜱,2=picn
圮,1=pigv
陂,1=pitr
邳,1=pict
郫,1=piut
伾,1=pijf
裨,1=pitn
霹,2=pitn
媲,1=pibv
鼙,1=pihn
陴,3=pitn
甓,1=picr
睥,1=piqn
埤,1=pign
淠,1=pikl
椑,1=pien
狉,1=pimf
澼,1=pikn
枇,1=piev
砒,2=pimv
蚍,2=picv
纰,1=piiv
仳,1=pijv
否,1=picd
鲏,1=piwr
䴙,1=picx
苉,1=pilp
𬳵,1=pinf
篇,1=pmri
偏,1=pmji
片,1=pmap
骗,1=pmni
骈,1=pmnl
便,1=pmjb
谝,1=pmsi
翩,1=pmmz
楩,1=pmeb
扁,1=pmmi
胼,1=pmvl
蹁,1=pmpi
犏,1=pmqi
㛹,1=pmbb
𡎚,1=pmgi
票,1=pcvf
飘,1=pcvb
漂,1=pckf
嫖,1=pcbf
瞟,1=pcqf
瓢,1=pcvy
剽,1=pcvp
缥,1=pcif
骠,1=pcnf
朴,1=pcey
殍,1=pcgh
薸,1=pclf
嘌,1=pcdf
蔈,2=pclf
螵,1=pccf
撇,1=pxuh
瞥,1=pxfq
氕,1=pxvt
苤,1=pxlf
𬭯,1=pxzh
拼,1=pnul
品,1=pndd
频,1=pnsw
贫,1=pnho
聘,1=pnqa
嫔,1=pnbh
颦,1=pnsn
牝,1=pnqv
姘,1=pnbl
玭,1=pnnv
𬞟,1=pnlw
屏,1=pycl
平,1=pyeh
凭,1=pyjo
瓶,1=pyhr
评,1=pysh
坪,1=pygh
萍,1=pylh
枰,2=pyeh
乒,1=pytt
苹,2=pylh
娉,1=pyba
鲆,1=pywh
俜,1=pyja
冯,1=pywn
洴,1=pykl
泙,1=pykh
玶,1=pynh
涄,1=pyka
帡,1=pyrl
荓,1=pyll
蚲,1=pych
破,1=pomr
颇,1=porw
坡,1=pogr
泼,1=poki
婆,1=pokb
迫,1=pouu
珀,1=ponu
钋,1=pozy
魄,1=poua
钷,1=pozd
泊,1=poku
粕,1=popu
鄱,1=pott
皤,1=pouq
叵,1=pond
酦,1=poyi
陂,1=potr
桲,1=poeh
朴,1=poey
繁,1=poei
笸,1=pord
䥽,1=pozi
剖,1=pbip
裒,1=pbtp
掊,1=pbud
抔,1=pbuc
谱,1=puso
铺,1=puzn
普,1=puho
扑,1=puuy
噗,1=pudi
朴,1=puey
葡,1=puln
蒲,2=puln
璞,1=puni
仆,1=pujy
浦,1=pukn
濮,1=puki
莆,3=puln
溥,1=pukk
瀑,2=pukk
圃,1=purn
蹼,1=pupi
曝,1=puok
埔,1=pugn
镤,1=puzi
堡,1=pujg
镨,1=puzo
菩,1=puld
酺,1=puyn
匍,1=punn
蒱,4=puln
潽,1=puko
脯,1=puvn
墣,1=pugi
氆,1=puvo
穙,1=puxi
其,1=qizh
起,1=qipv
期,1=qizv
七,1=qirq
气,1=qivq
器,1=qidd
骑,1=qinz
齐,1=qiqq
棋,1=qieh
漆,1=qikk
奇,1=qimz
弃,1=qibl
旗,1=qilh
妻,1=qifb
绮,1=qiiz
欺,1=qize
岂,1=qivv
琪,1=qinh
砌,1=qimp
启,1=qimd
企,1=qijs
契,1=qiam
淇,1=qikh
泣,1=qiki
琦,2=qinz
栖,1=qiev
鳍,1=qiwo
乞,1=qiea
祁,1=qift
戚,1=qiny
祇,2=qifb
麒,1=qixh
炁,1=qidc
汽,1=qikv
沏,1=qikp
柒,1=qike
祈,2=qift
祺,1=qifh
讫,1=qisa
脐,2=qivq
崎,1=qivz
岐,1=qivc
蕲,1=qilt
迄,1=qieu
杞,2=qiev
萁,2=qilh
嘁,1=qidy
欹,1=qime
锜,1=qizz
凄,1=qiwb
槭,1=qiey
碛,1=qimo
畦,1=qiqg
綦,1=qizi
歧,1=qisc
玘,1=qinv
亓,2=qimp
耆,1=qiqo
芑,1=qilv
屺,2=qivv
埼,1=qigz
憩,1=qiah
跂,1=qipc
芪,1=qilb
棨,2=qime
葺,1=qilq
蹊,1=qipm
颀,1=qitw
骐,2=qinh
汔,1=qika
圻,1=qigt
磜,1=qimf
萋,2=qilb
蜞,1=qich
蛴,1=qicq
亟,1=qirf
愭,1=qiho
桤,3=qiev
俟,1=qijo
荠,2=qilq
婍,1=qibz
郪,3=qift
稽,1=qixo
缉,1=qiiq
洓,1=qikm
鲯,1=qiwh
碶,1=qimm
䓫,1=qilz
𨙸,1=qict
𬨂,1=qiyb
掐,1=qwup
恰,1=qwhd
卡,1=qwyy
髂,1=qwfs
洽,1=qwkd
袷,1=qwtd
拤,1=qwuy
葜,1=qwlm
前,1=qmhp
钱,1=qmzp
千,1=qmlq
签,1=qmrf
浅,1=qmkp
欠,1=qmeq
铅,1=qmzd
牵,1=qmmq
遣,1=qmcu
潜,1=qmko
迁,1=qmlu
乾,1=qmna
谦,1=qmsc
嵌,1=qmve
钳,1=qmzz
黔,1=qmpa
茜,1=qmlv
钤,1=qmza
芡,1=qmle
歉,1=qmhe
虔,1=qmzv
芊,1=qmll
倩,1=qmjv
骞,1=qmwn
仟,1=qmjl
堑,1=qmyg
搴,1=qmwu
阡,1=qmtl
谴,1=qmsu
汧,1=qmkl
靬,1=qmte
荨,1=qmlk
愆,1=qmph
佥,1=qmjf
椠,1=qmye
扦,1=qmul
褰,1=qmwt
犍,1=qmqu
缱,1=qmiu
慊,1=qmhc
悭,1=qmhg
钎,1=qmzl
杄,1=qmel
鹐,1=qmxx
蒨,2=qmlv
岍,1=qmvl
磏,1=qmmc
纤,1=qmil
掮,1=qmuv
墘,1=qmga
肷,2=qmve
圲,1=qmgl
伣,1=qmje
𬘬,1=qmiv
强,1=qdbc
抢,1=qduz
枪,1=qdez
墙,1=qdgd
腔,1=qdvu
呛,1=qddz
羌,1=qdga
蔷,1=qdld
炝,1=qdcz
羟,1=qdgu
锵,1=qdzk
戗,1=qdjp
戕,1=qdap
锖,1=qdzv
樯,1=qded
玱,1=qdnz
镪,1=qdzc
蜣,1=qdca
嫱,1=qdbd
襁,1=qdtc
跄,1=qdpz
蔃,1=qdlc
敲,1=qcgh
桥,1=qcep
乔,1=qctp
翘,1=qcpz
瞧,1=qcqc
巧,1=qcua
撬,1=qcuv
壳,1=qcgo
鞘,1=qctv
俏,1=qcjv
樵,1=qcec
窍,1=qcea
谯,1=qcsc
锹,1=qczc
侨,1=qcjp
悄,1=qchv
跷,1=qcpp
荞,1=qclp
诮,1=qcsv
橇,1=qcev
峤,1=qcvp
劁,1=qcup
峭,1=qcvv
缲,1=qcie
硚,1=qcmp
鞒,2=qctp
雀,1=qcyu
憔,1=qchc
愀,2=qchc
硗,2=qcmp
且,1=qxfq
切,1=qxrp
妾,1=qxib
窃,1=qxep
怯,1=qxhk
茄,1=qxld
箧,1=qxrh
挈,1=qxau
伽,1=qxjd
锲,1=qxzm
惬,1=qxhh
郄,1=qxbt
慊,1=qxhc
趄,1=qxpf
琴,1=qnna
秦,1=qnax
亲,1=qnie
勤,1=qnls
寝,1=qnwr
擒,1=qnuv
钦,1=qnze
沁,1=qnkh
侵,1=qnjr
禽,1=qnjv
衾,1=qnjt
噙,1=qndv
芹,1=qnlt
骎,1=qnnr
溱,1=qnkx
覃,1=qnvn
嗪,1=qndx
芩,1=qnla
揿,1=qnue
梣,1=qnea
慬,1=qnha
嵚,1=qnve
螓,1=qncx
锓,1=qnzr
檎,1=qnev
吣,1=qndh
请,1=qysv
轻,1=qyyu
清,1=qykv
氢,1=qyvu
情,1=qyhv
青,1=qyav
晴,1=qyov
卿,1=qybi
倾,1=qyjw
庆,1=qyxm
黥,1=qypy
磬,1=qygm
顷,1=qyvw
擎,1=qylu
箐,1=qyrv
氰,1=qyvv
罄,1=qyga
蜻,1=qycv
鲭,1=qywv
綮,1=qymi
檠,1=qyle
亲,1=qyie
圊,2=qyrv
勍,1=qygs
碃,1=qymv
庼,1=qyxw
倩,1=qyjv
苘,1=qyld
穷,1=qses
琼,1=qsny
蛩,1=qsuc
邛,1=qsut
穹,1=qseb
茕,1=qsln
銎,1=qsuz
筇,1=qsrt
䓖,1=qsls
球,1=qqni
求,1=qqfi
秋,1=qqxc
邱,1=qqtt
丘,1=qqtf
裘,1=qqft
糗,1=qqpm
楸,1=qqec
囚,1=qqrj
逑,1=qqfu
湫,1=qqkc
虬,1=qqca
璆,1=qqne
酋,1=qqhy
仇,1=qqjk
萩,1=qqlc
遒,1=qqhu
鳅,1=qqwc
泅,1=qqkj
俅,1=qqji
鼽,1=qqok
赇,1=qqoi
龟,1=qqwg
蚯,1=qqcf
蝤,1=qqcy
鹙,1=qqxx
訄,1=qqks
犰,1=qqmk
巯,1=qqro
鞧,1=qqty
𨱇,1=qqzi
去,1=qugk
区,1=qunb
取,1=quqr
曲,1=quyq
娶,1=quqb
屈,1=qucm
趣,1=qupr
蛆,1=qucf
龋,1=qulv
驱,2=qunb
瞿,1=ququ
祛,1=qufk
渠,1=quke
趋,1=qupb
躯,1=quzb
鼩,1=qupg
觑,1=quze
诎,1=qusm
麹,1=quap
衢,1=qupu
蕖,1=qule
蘧,1=qulu
袪,1=qutk
胠,1=quvk
朐,1=quvg
劬,1=qugs
阒,1=quam
苣,1=quln
璩,1=qunj
癯,1=quau
鸲,1=qugx
戌,1=qunf
焌,1=quch
蠼,1=qucr
氍,1=quqv
黢,1=quph
岨,1=quvf
坥,1=qugf
灈,1=quku
岖,1=quvb
蛐,1=qucy
磲,1=qume
竘,1=quig
㭕,1=quek
䓛,1=qulm
𪨰,1=quvy
𫭟,1=qugb
全,1=qrjn
圈,1=qrrz
权,1=qrer
劝,1=qrrs
券,1=qrhp
拳,1=qrhu
犬,1=qrmq
泉,1=qruk
醛,1=qryn
蜷,1=qrcz
荃,1=qrln
颧,1=qrlw
诠,1=qrsn
佺,2=qrjn
铨,1=qrzn
鬈,1=qrpz
痊,1=qran
绻,1=qriz
筌,1=qrrn
畎,1=qrqm
悛,1=qrhh
辁,2=qryn
棬,1=qrez
瑔,1=qrnk
鳈,1=qrwk
婘,1=qrbz
𨟠,1=qrqt
却,1=qtgz
缺,1=qtaj
确,1=qtmt
卻,1=qthz
阙,1=qtae
雀,1=qtyu
瘸,2=qtaj
鹊,1=qtlx
榷,1=qteu
炔,1=qtcj
阕,1=qtam
悫,1=qtgh
碏,1=qtmo
埆,1=qtgt
𬒈,1=qtkm
群,1=qpbg
裙,1=qptd
囷,1=qprx
麇,1=qpxx
逡,1=qpku
然,1=rjvc
燃,1=rjcc
染,1=rjke
冉,1=rjmg
髯,1=rjpg
蚺,1=rjcg
苒,1=rjlg
䎃,1=rjmz
让,1=rhsf
穰,1=rhxf
嚷,1=rhdf
瓤,1=rhty
攘,1=rhuf
禳,1=rhff
壤,1=rhgf
瀼,1=rhkf
儴,1=rhjf
蘘,1=rhlf
绕,1=rkip
饶,1=rkqp
扰,1=rkuo
桡,1=rkep
娆,1=rkbp
荛,1=rklp
热,1=reuc
惹,1=relh
人,1=rfjr
任,1=rfjg
认,1=rfsj
忍,1=rfph
仁,1=rfjm
刃,1=rfpi
壬,1=rftg
韧,1=rfgi
饪,1=rfqg
稔,1=rfxh
妊,1=rfbg
衽,2=rftg
纫,1=rfii
仞,1=rfji
轫,1=rfyi
讱,1=rfsi
纴,1=rfig
葚,1=rfla
荏,1=rflg
仍,1=rgjv
扔,1=rguv
日,1=rior
驲,1=rino
融,1=rsnc
容,1=rswh
蓉,1=rslh
荣,1=rsle
溶,1=rskh
戎,1=rspn
绒,1=rsin
熔,1=rsch
冗,1=rswo
茸,1=rslq
榕,1=rseh
镕,1=rszh
嵘,1=rsve
狨,1=rsmn
瑢,1=rsnh
蝾,1=rsce
肉,1=rbmj
揉,1=rbue
柔,1=rbie
鞣,1=rbte
糅,1=rbpe
蹂,2=rbpe
𫐓,1=rbye
如,1=rubd
入,1=ruju
乳,1=ruya
汝,1=rukb
儒,1=rujl
辱,1=rufk
濡,1=rukl
茹,1=ruld
铷,1=ruzd
褥,1=rutk
襦,1=rutl
蓐,1=rulk
孺,1=ruhl
洳,1=rukd
蠕,1=rucl
溽,1=rukk
缛,1=ruik
嬬,1=rubl
嚅,1=rudl
薷,1=rull
颥,1=rutw
挼,1=rwub
软,1=rrye
阮,1=rrtp
堧,1=rrgm
瓀,1=rrnl
媆,1=rrbm
瑞,1=rvnl
睿,1=rvgq
锐,1=rvzp
蕊,1=rvlh
芮,1=rvlj
汭,1=rvkj
蚋,1=rvcj
蕤,1=rvll
枘,1=rvej
润,1=rpkn
闰,1=rpan
若,1=rold
弱,1=robw
箬,1=rord
偌,1=rojd
爇,1=rolc
蒻,1=rolw
鄀,1=rolt
婼,1=robd
撒,1=sauh
萨,1=salx
仨,1=sajt
洒,1=sakv
飒,1=saib
卅,1=sals
靸,1=satc
潵,1=sakh
挲,1=saku
脎,1=save
赛,1=slwo
塞,1=slwg
鳃,1=slwh
腮,1=slvh
噻,1=sldg
三,1=sjts
散,1=sjlh
伞,1=sjjn
叁,1=sjkt
糁,1=sjpe
毵,1=sjkv
馓,1=sjqh
桑,1=shre
嗓,1=shde
丧,1=shgt
颡,1=shrw
搡,1=shue
磉,1=shme
扫,1=skub
骚,1=sknc
嫂,1=skbr
搔,1=skuc
臊,1=skve
埽,1=skgr
缫,1=skie
瘙,1=skac
溞,1=skkc
色,1=sexm
瑟,1=sent
涩,1=seks
铯,1=sezm
塞,1=sewg
啬,1=segd
穑,1=sexd
璱,2=sent
森,1=sfee
僧,1=sgjo
啥,1=uada
杀,1=uabe
傻,1=uajh
沙,1=uakt
鲨,1=uakw
莎,1=ualt
煞,1=uaxc
纱,1=uait
砂,1=uamt
刹,1=uabp
痧,1=uaat
厦,1=uaxh
嗄,1=uadh
歃,1=uale
霎,1=uatb
铩,1=uaze
裟,2=uakt
唼,1=uadb
杉,1=uaee
挲,1=uaku
晒,1=ulov
筛,1=ulrr
色,1=ulxm
山,1=ujvs
删,1=ujip
闪,1=ujaj
善,1=ujgd
扇,1=ujmz
衫,1=ujte
擅,1=ujuf
陕,1=ujth
珊,1=ujni
膳,1=ujvd
杉,1=ujee
煽,1=ujcz
膻,1=ujvf
疝,1=ujav
骟,1=ujnz
钐,1=ujze
赡,1=ujos
讪,1=ujsv
禅,1=ujfn
剡,1=ujcp
缮,1=ujid
鳝,1=ujwd
苫,1=ujld
鄯,1=ujgt
芟,1=ujlr
嬗,1=ujbf
埏,1=ujgu
汕,1=ujkv
晱,1=ujoc
姗,1=ujbi
潸,2=ujkv
跚,1=ujpi
烻,1=ujcu
蟮,1=ujcd
单,1=ujhn
栅,1=ujei
舢,1=ujiv
墡,2=ujgd
嶦,2=ujvs
𫮃,1=ujgn
上,1=uhyf
商,1=uhid
伤,1=uhjs
熵,1=uhcd
尚,1=uhss
赏,1=uhso
殇,1=uhge
裳,1=uhst
觞,1=uhxe
墒,1=uhgd
垧,2=uhgd
晌,1=uhod
绱,1=uhis
少,1=ukyt
烧,1=ukcp
稍,1=ukxv
勺,1=ukni
捎,1=ukuv
哨,1=ukdv
邵,1=ukpt
绍,1=ukid
梢,1=ukev
苕,1=ukld
韶,1=ukxd
蛸,1=ukcv
劭,1=ukps
潲,1=ukkv
艄,1=ukiv
芍,1=ukli
筲,1=ukrv
召,1=ukpd
鞘,1=uktv
睄,1=ukqv
柖,1=uked
玿,1=uknd
社,1=uefg
蛇,1=uecv
设,1=uesr
射,1=uezk
舍,1=ueja
舌,1=ueas
摄,1=ueur
涉,1=ueks
折,1=ueut
赦,1=uegh
奢,1=uemo
赊,1=ueof
佘,1=uejf
麝,1=uexk
慑,1=uehr
歙,1=ueje
畲,1=uejq
阇,1=ueao
滠,1=uekr
厍,1=uexy
拾,1=ueud
猞,1=uema
𪨶,1=uevy
谁,1=uzsu
神,1=uffg
深,1=ufke
身,1=ufzs
申,1=ufog
肾,1=ufpv
沈,1=ufkp
甚,1=ufza
审,1=ufwg
伸,1=ufjg
什,1=ufjn
砷,1=ufmg
慎,1=ufhh
婶,1=ufbg
渗,2=ufke
侁,1=ufjp
糁,1=ufpe
哂,1=ufdv
蜃,1=uffc
莘,1=ufln
诜,1=ufsp
瘆,1=ufae
甡,1=ufll
参,3=ufke
燊,1=ufce
谌,1=ufsa
椹,1=ufea
矧,2=ufog
绅,1=ufig
呻,1=ufdg
屾,1=ufvv
珅,1=ufng
谂,1=ufsh
胂,1=ufvg
葚,1=ufla
鲹,1=ufwe
娠,1=ufbf
棽,2=ufea
瞫,1=ufqn
𬬹,1=ufzg
𬳽,1=ufnp
生,1=ugls
声,1=uggc
省,1=ugyq
升,1=ugtl
胜,1=ugvl
圣,1=ugrg
剩,1=ugxp
绳,1=ugid
笙,1=ugrl
昇,1=ugol
盛,1=ugna
晟,1=ugoa
牲,1=ugql
甥,2=ugls
陞,1=ugtg
眚,1=uglq
乘,1=ugxv
嵊,1=ugvv
是,1=uiot
时,1=uiok
式,1=uipu
使,1=uijb
事,1=uifb
师,1=uipr
史,1=uidb
诗,1=uisk
市,1=uizr
屎,1=uicp
十,1=uins
视,1=uife
室,1=uiwy
石,1=uims
试,1=uisu
实,1=uiwm
饰,1=uiqr
士,1=uigs
湿,1=uikc
食,1=uiqs
氏,1=uibs
势,1=uius
世,1=uila
施,1=uile
失,1=uith
始,1=uibd
尸,1=uics
识,1=uish
狮,1=uimr
适,1=uiau
矢,1=uios
嗜,1=uido
谥,1=uisa
誓,2=uius
拾,1=uiud
弑,1=uibu
释,1=uitu
示,1=uifs
恃,1=uihk
侍,1=uijk
仕,1=uijg
逝,1=uiuu
豕,1=uijs
轼,1=uiyu
蚀,1=uiqc
噬,1=uidj
匙,1=uiov
虱,1=uiac
拭,2=uiuu
祏,1=uifm
铈,2=uizr
柿,1=uier
奭,1=uimu
莳,1=uilk
驶,1=uinb
似,1=uijj
舐,1=uiab
筮,1=uirj
湜,1=uikt
栻,1=uieu
螫,1=uigc
贳,1=uilo
蓍,2=uilo
炻,1=uicm
什,1=uijn
酾,1=uiyv
鲥,1=uiwk
媞,1=uibt
鼫,1=uipm
鸤,1=uicx
嘘,1=uidc
鲺,1=uiwc
殖,1=uigf
峙,1=uivk
襫,2=uitu
邿,1=uigt
浉,1=uikr
埘,1=uigk
䏡,1=uivf
䴓,1=uifx
𫚕,1=uiwr
𬤊,1=uist
受,1=ubyr
手,1=ubus
收,1=ubih
首,1=ubho
瘦,1=ubar
守,1=ubwk
兽,1=ubhd
寿,1=ubak
售,1=ubud
授,1=ubur
熟,1=ubgc
绶,1=ubir
艏,1=ubio
狩,1=ubmk
书,1=uuai
数,1=uuph
树,1=uuek
属,1=uucv
输,1=uuyp
术,1=uuei
叔,1=uuyr
熟,1=uugc
蜀,1=uuyc
竖,1=uupi
鼠,1=uups
疏,1=uuto
舒,1=uuji
梳,1=uueo
赎,1=uuom
束,1=uuxs
孰,1=uugi
述,1=uueu
署,1=uuyo
黍,1=uuxk
塾,1=uugg
姝,1=uuba
恕,1=uubh
淑,1=uukr
庶,1=uuxc
戍,1=uuni
漱,1=uuke
殊,1=uuga
暑,1=uuoo
殳,1=uurs
薯,1=uulo
曙,2=uuoo
抒,1=uuui
蔬,2=uulo
枢,1=uueb
菽,1=uulr
澍,1=uukk
倏,1=uujm
墅,1=uudg
腧,1=uuvp
摅,1=uuuh
纾,1=uuii
隃,1=uutp
秫,1=uuxi
沭,1=uuki
婌,1=uubr
陎,1=uuta
毹,1=uujv
鄃,1=uujt
𬬸,1=uuzi
刷,1=uwcp
耍,1=uwlb
唰,1=uwdp
帅,1=uypr
甩,1=uyta
摔,1=uyun
衰,1=uytf
率,1=uyzn
蟀,1=uycn
涮,1=urkp
栓,1=uren
拴,1=urun
闩,1=uraf
腨,1=urvl
双,1=udrr
爽,1=udmb
霜,1=udtq
泷,1=udkt
孀,1=udbq
鹴,1=udtx
骦,1=udnq
漴,1=udkf
礵,1=udmq
水,1=uvks
谁,1=uvsu
睡,1=uvqg
税,1=uvxp
帨,1=uvrp
说,1=uvsp
顺,1=upow
舜,1=upyv
瞬,1=upqv
吮,1=updp
楯,1=upeq
说,1=uosp
硕,1=uomw
朔,1=uohv
槊,1=uohe
烁,1=uocy
搠,1=uouv
铄,1=uozy
数,1=uoph
妁,1=uobi
蒴,1=uolv
四,1=siys
死,1=sigv
斯,1=sizt
撕,1=siut
丝,1=siii
似,1=sijj
寺,1=sigk
思,1=siqh
私,1=sixk
司,1=siad
饲,1=siqd
嗣,1=sidd
巳,1=sivs
嘶,1=sidt
肆,1=sipb
祀,1=sifv
驷,1=siny
姒,1=sibj
俟,1=sijo
锶,1=sizh
泗,1=siky
厮,1=sixt
兕,1=simp
笥,1=sird
汜,1=sikv
咝,1=sidi
伺,1=sijd
鸶,1=siix
涘,1=siko
缌,1=siih
耜,1=siak
澌,1=sikt
蛳,1=sicr
虒,1=sixz
飔,1=sioh
凘,1=siwt
㟃,1=sivd
楒,1=sieh
送,1=sshu
宋,1=sswe
怂,1=ssjh
松,1=ssek
颂,1=sshw
诵,1=ssst
菘,1=sslk
崧,1=ssvk
耸,1=ssjq
嵩,1=ssvg
竦,1=ssix
淞,1=sskk
讼,1=sssk
娀,1=ssbn
凇,1=sswk
悚,1=sshx
𪨊,1=sscj
忪,1=sshk
㧐,1=ssur
搜,1=sbur
艘,1=sbir
嗖,1=sbdr
馊,1=sbqr
叟,1=sbpr
廋,1=sbxr
薮,1=sblh
溲,1=sbkr
瞍,2=sbqr
嗽,1=sbde
蒐,1=sbla
飕,1=sbor
嗾,1=sbdo
擞,1=sbuh
锼,1=sbzr
螋,1=sbcr
苏,1=sulh
酥,1=suyx
素,1=suai
速,1=suxu
俗,1=sujh
诉,1=susi
宿,1=suwu
粟,1=suvp
溯,1=sukv
塑,1=suhg
肃,1=subh
稣,1=suwx
谡,1=sush
愫,1=suhi
夙,1=suog
甦,1=sufl
涑,1=sukx
窣,1=suen
骕,1=sunh
蔌,1=sule
嗉,1=sudi
簌,1=sure
傃,1=suji
鹔,1=subx
蹜,1=supu
缩,1=suiu
僳,1=sujp
觫,1=suxx
𫗧,1=suqx
算,1=srrl
酸,1=sryh
蒜,1=srlf
狻,1=srmh
岁,1=svvl
随,1=svtu
虽,1=svdc
遂,1=svhu
碎,1=svmn
隋,1=svtv
穗,1=svxh
髓,1=svfu
燧,1=svcu
尿,1=svck
隧,2=svtu
睢,1=svqu
绥,1=svib
祟,1=svsf
荽,1=svlb
谇,1=svsn
眭,1=svqg
邃,1=sveu
濉,1=svku
旞,1=svlu
穟,1=svxu
璲,1=svnu
襚,3=svtu
𫟦,1=svyu
𬭼,1=svzu
孙,1=sphy
损,1=spuo
隼,1=spun
榫,1=spen
笋,1=sprt
飧,1=splq
荪,1=sply
狲,1=spmy
所,1=somt
锁,1=sozo
索,1=soni
缩,1=soiu
嗦,1=sodi
梭,1=soeh
娑,1=sokb
蓑,1=solf
唆,1=sodh
琐,1=sono
羧,1=sogh
睃,1=soqh
溹,1=soki
葰,1=solh
唢,1=sodo
嗍,1=sodv
莎,1=solt
挲,1=soku
桫,1=soet
他,1=taje
它,1=tawv
她,1=tabe
塔,1=tagd
塌,1=tagz
踏,1=tapo
祂,1=tafe
挞,1=tauu
拓,1=taum
铊,1=tazv
榻,1=taez
牠,1=taqe
趿,1=tapc
沓,1=tako
獭,1=tamo
闼,1=taau
蹋,1=tapz
鳎,1=tawz
溻,1=takz
遢,1=taou
鞳,1=tatd
阘,1=taaz
褟,1=tatz
鿎,1=tamu
太,1=tlmi
台,1=tlkd
态,1=tlmh
胎,1=tlvd
抬,1=tlud
泰,1=tlak
钛,1=tlzi
肽,1=tlvi
苔,1=tlld
汰,1=tlki
鲐,1=tlwd
骀,1=tlnd
邰,1=tlkt
薹,1=tlly
酞,1=tlyi
跆,1=tlpd
炱,1=tlkc
谈,1=tjsc
碳,1=tjmc
弹,1=tjbn
摊,1=tjuu
贪,1=tjjo
痰,1=tjac
探,1=tjue
谭,1=tjsn
叹,1=tjdr
滩,1=tjku
坛,1=tjgb
坦,1=tjgf
炭,1=tjvc
瘫,1=tjau
檀,1=tjef
毯,2=tjvc
潭,1=tjkn
昙,1=tjob
钽,1=tjzf
覃,1=tjvn
郯,1=tjct
坍,1=tjgz
璮,1=tjnf
镡,1=tjzn
惔,1=tjhc
忐,1=tjyh
菼,1=tjlc
袒,1=tjtf
倓,1=tjjc
澹,1=tjks
锬,1=tjzc
榃,1=tjeq
磹,1=tjmn
糖,1=thpd
汤,1=thke
唐,1=thxd
躺,1=thzs
烫,1=thkc
堂,1=thsg
趟,1=thps
棠,1=thse
淌,1=thks
塘,1=thgd
